grammatical,ungrammatical
Invandraren skall kunna försörja sig och sin familj.,Invandraren sig och sin familj skall kunna försörja.
Han skall visa intyg på att han kan svenska,Han intyg på att han kan svenska skall visa
Nordbor kan även förvärva svenskt medborgarskap genom anmälan hos länsstyrelse efter sju års vistelse i Sverige.,Nordbor svenskt medborgarskap kan även förvärva genom anmälan hos länsstyrelse efter sju års vistelse i Sverige.
Över 200000 invandrare har fått svenskt medborgarskap sedan början av 1940-talet.,Över 200000 invandrare svenskt medborgarskap har fått sedan början av 1940-talet.
"Invandrarverket som började sin verksamhet den 1 juli 1969 handlägger tillstånd- och kontrollfrågor (uppehålls- och arbetstillstånd, främlingspass, visering, asyl etc), anpassningsfrågor och medborgarskapsärenden.","Invandrarverket som började sin verksamhet den 1 juli 1969 tillstånd- och kontrollfrågor (uppehålls- och arbetstillstånd, främlingspass, visering, asyl etc), anpassningsfrågor och medborgarskapsärenden handlägger."
Den sköter också mottagandet av flyktingarna.,Den mottagandet av flyktingarna sköter också.
Den skall undersöka anpassningspolitikens mål och medel och föreslå förbättringar av olika slag.,Den anpassningspolitikens mål och medel skall undersöka och föreslå förbättringar av olika slag.
"Maskiner för sortering av brev, postkort och korsband kräver siffror för att kunna fungera.","Maskiner för sortering av brev, postkort och korsband siffror kräver för att kunna fungera."
"Om en adressort inte går att finna i del 1, bör man se efter om den förekommer i del 3, förteckning över indragna och namnändrade postanstalter, som börjar på sid 189.","Om en adressort inte går att finna i del 1, om den förekommer i del 3, förteckning över indragna och namnändrade postanstalter, som börjar på sid 189 bör man se efter."
Detta betyder att udda husnummer t o m 17 och jämna husnummer t o m 18 har postnumret 50232.,Detta att udda husnummer t o m 17 och jämna husnummer t o m 18 har postnumret 50232 betyder.
De udda husnumren fr o m 19 och uppåt och de jämna fr o m 20 och uppåt har postnumret 50233.,De udda husnumren fr o m 19 och uppåt och de jämna fr o m 20 och uppåt postnumret 50233 har.
På en del orter har vissa företag och institutioner med mycket stor ankommande post fått eget postnummer.,På en del orter eget postnummer har vissa företag och institutioner med mycket stor ankommande post fått.
Det kan t ex röra sig om en nytillkommen gata.,Det sig kan t ex röra om en nytillkommen gata.
Eller också kan det gälla adresser till en gård eller en by i ett område där det inte finns gatuadresser.,Eller också adresser till en gård eller en by i ett område där det inte finns gatuadresser kan det gälla.
Genom denna gatuförteckning får man veta inte endast de rätta postnumren utan också namnen på adressorterna.,Genom denna gatuförteckning inte endast de rätta postnumren utan också namnen på adressorterna får man veta.
"När man skriver till ett främmande land som också infört postnummer, bör man ange postnumret på det sätt som är brukligt i det landet.","När man skriver till ett främmande land som också infört postnummer, postnumret bör man ange på det sätt som är brukligt i det landet."
"Några länder har andra regler än vi för placeringen av postnumret, t ex USA och Storbritannien.","Några länder andra regler än vi har för placeringen av postnumret, t ex USA och Storbritannien."
"När man skriver till ett sådant land, bör man framför postnumret också sätta ut adresslandets nationalitetsbeteckning för bilar.","När man skriver till ett sådant land, adresslandets nationalitetsbeteckning för bilar bör man framför postnumret också sätta ut."
När någon i utlandet skriver till Sverige bör han skriva S - framför det svenska postnumret.,När någon i utlandet skriver till Sverige S - bör han skriva framför det svenska postnumret.
"På detta sätt kan man förhindra, att en sorteringsmaskin förväxlar en inrikes försändelse med en försändelse till ett annat land.","På detta sätt att en sorteringsmaskin förväxlar en inrikes försändelse med en försändelse till ett annat land kan man förhindra,."
"När man skriver dit bör man därför, för att undvika förväxling, sätta Dx - framför postnumret.","När man skriver dit Dx - bör man därför, för att undvika förväxling, sätta framför postnumret."
Företag som skickar masskorsband kan med hjälp av postnumren lättare anpassa sina sändningar efter de krav som gäller för att man skall få prestationsrabatter.,Företag som skickar masskorsband sina sändningar kan med hjälp av postnumren lättare anpassa efter de krav som gäller för att man skall få prestationsrabatter.
"Posten tillhandahåller också en förteckning över samtliga postnummer i nummerföljd, där man kan ta reda på till vilken adresspostanstalt varje särskilt nummer hänför sig och dessutom få upplysning om i vilket kommunblock och vilken kommunblocksregion adressorten ligger.","Posten en förteckning över samtliga postnummer i nummerföljd, där man kan ta reda på till vilken adresspostanstalt varje särskilt nummer hänför sig och dessutom få upplysning om i vilket kommunblock och vilken kommunblocksregion adressorten ligger tillhandahåller också."
Kunder som har användning för den förteckningen kan vända sig till sin postanstalt.,Kunder som har användning för den förteckningen sig kan vända till sin postanstalt.
Även lantbrevbärare och postombud tar emot och lämnar ut paket.,Även lantbrevbärare och postombud paket tar emot och lämnar ut.
"Genom utkörning och expressutdelning kan avsändaren mot en tilläggsavgift få ett paket utkört till adressatens bostad, kontor etc på orter, ca 600 till antalet, där utkörning och expressutdelning finns anordnad.","Genom utkörning och expressutdelning ett paket kan avsändaren mot en tilläggsavgift få utkört till adressatens bostad, kontor etc på orter, ca 600 till antalet, där utkörning och expressutdelning finns anordnad."
Närmaste postanstalt kan ge besked om en viss ort har den här serviceformen.,Närmaste postanstalt besked kan ge om en viss ort har den här serviceformen.
"Den kostar 5 kr och kan rekvireras genom inbetalning eller girering till postgirokonto nr 3-4, Poststyrelsen, Huvudkassan.","Den 5 kr kostar och kan rekvireras genom inbetalning eller girering till postgirokonto nr 3-4, Poststyrelsen, Huvudkassan."
Närmaste postanstalt kan ge besked om en viss ort har den här serviceformen.,Närmaste postanstalt besked om en viss ort har den här serviceformen kan ge.
RFSU-laboratoriet utför sådana undersökningar.,RFSU-laboratoriet sådana undersökningar utför.
Metoden ger möjligheter att på några timmar och med stor säkerhet fastställa om graviditet föreligger eller inte.,Metoden möjligheter att på några timmar och med stor säkerhet fastställa om graviditet föreligger eller inte ger.
Om provet inlämnas till RFSU-klinikerna före kl. 10.30 kan Ni få svar redan samma dag.,Om provet inlämnas till RFSU-klinikerna före kl. 10.30 svar kan Ni få redan samma dag.
En laboratorieundersökning kostar 20 kronor och betalas när provet lämnas.,En laboratorieundersökning 20 kronor kostar och betalas när provet lämnas.
"Ni kan personligen eller genom ombud hämta RFSU-laboratoriets svar i Stockholm, Rosenlundsgatan 13, 3 tr. eller Kungsgatan 37, 3 tr. mellan kl. 16.00 - 18.00, resp. i Göteborg, Sociala huset, ingång J, mellan kl. 14.30 - 18.00.","Ni RFSU-laboratoriets svar kan personligen eller genom ombud hämta i Stockholm, Rosenlundsgatan 13, 3 tr. eller Kungsgatan 37, 3 tr. mellan kl. 16.00 - 18.00, resp. i Göteborg, Sociala huset, ingång J, mellan kl. 14.30 - 18.00."
Ni kan också få det översänt per post i ett förslutet neutralt kuvert.,Ni det kan också få översänt per post i ett förslutet neutralt kuvert.
De som erhållit telefonsvar får obligatoriskt också laboratoriesvaret per post för att eventuella missförstånd skall undvikas.,De som erhållit telefonsvar laboratoriesvaret får obligatoriskt också per post för att eventuella missförstånd skall undvikas.
Ni anger själv på inlämningsblanketten hur Ni önskar besked om resultatet.,Ni hur Ni önskar besked om resultatet anger själv på inlämningsblanketten.
"Anger svaret att Ni icke är gravid och urinprovet har inlämnats på grund av utebliven menstruation, bör Ni, om Ni känner Er frisk, kunna invänta nästa menstruationsperiod.","Anger svaret att Ni icke är gravid och urinprovet har inlämnats på grund av utebliven menstruation, nästa menstruationsperiod bör Ni, om Ni känner Er frisk, kunna invänta."
Du har chansen att vinna en halv miljon skattefritt,Du chansen att vinna en halv miljon skattefritt har
Och du har inte bara en chans att vinna.,Och du en chans att vinna har inte bara.
lotteriet har nämligen två dragningar.,lotteriet två dragningar har nämligen.
Du har inte bara chansen att vinna skattefria toppvinster utan får dessutom högsta bankränta plus en extra skattefri sparpremie på 5 %.,Du chansen att vinna skattefria toppvinster har inte bara utan får dessutom högsta bankränta plus en extra skattefri sparpremie på 5 %.
"Om du nu sätter in hela din skatteåterbäring, eller en del av den, på ett premiesparkonto och låter pengarna stå kvar till 1971 års slut.","Om du nu hela din skatteåterbäring, eller en del av den, sätter in på ett premiesparkonto och låter pengarna stå kvar till 1971 års slut."
Innan du tar ut din skatteåterbäring,Innan du din skatteåterbäring tar ut
Förmånerna gäller bara privatpersoner (inte bolag etc) som fått skatteåterbäring.,Förmånerna privatpersoner (inte bolag etc) som fått skatteåterbäring gäller bara.
"Du sätter in hela din skatteåterbäring, eller en del av den, på ett premiesparkonto.","Du hela din skatteåterbäring, eller en del av den sätter in, på ett premiesparkonto."
"Om du får mindre än 100 kronor eller om du inte får jämnt hundratal kronor tillbaka på skatten får du, om du vill, skjuta till ett belopp som gör att du kommer upp till närmaste hundratal kronor.","Om du får mindre än 100 kronor eller om du inte får jämnt hundratal kronor tillbaka på skatten ett belopp som gör att du kommer upp till närmaste hundratal kronor får du, om du vill, skjuta till."
För att delta i vinstdragningarna måste du ha minst 100 kronor innestående på ditt konto vid respektive dragningstillfälle.,För att delta i vinstdragningarna minst 100 kronor måste du ha innestående på ditt konto vid respektive dragningstillfälle.
Varje hundralapp ger en andel i lotteriet.,Varje hundralapp en andel i lotteriet ger.
Men ingen får ha mer än 30 andelar.,Men ingen mer än 30 andelar får ha.
Du får dessutom en skattefri sparpremie på 5 % på det belopp som står inne den 31 december 1971.,Du en skattefri sparpremie på 5 % får dessutom på det belopp som står inne den 31 december 1971.
Eleverna får läsa engelska redan från årskurs 3 (tidigare från årskurs 4).,Eleverna engelska får läsa redan från årskurs 3 (tidigare från årskurs 4).
Alla elever får undervisning i såväl textilslöjd som trä- och metallslöjd.,Alla elever undervisning får i såväl textilslöjd som trä- och metallslöjd.
"Eleverna får välja slöjdart varje år, antingen textilslöjd eller trä- och metallslöjd.","Eleverna slöjdart får välja varje år, antingen textilslöjd eller trä- och metallslöjd."
På högstadiet skall varje elev välja ett av fyra tillvalsämnen: * språk (franska eller tyska) * ekonomi * teknik * konst,På högstadiet ett av fyra tillvalsämnen: * språk (franska eller tyska) * ekonomi * teknik * konst skall varje elev välja
Samtliga tillvalsämnen ger lika behörighet till gymnasiestudier.,Samtliga tillvalsämnen lika behörighet ger till gymnasiestudier.
Skolstyrelsen i varje kommun bestämmer efter samråd med lärare och elever vilka aktiviteter som skall erbjudas eleverna.,Skolstyrelsen i varje kommun vilka aktiviteter som skall erbjudas eleverna bestämmer efter samråd med lärare och elever.
I kommuner med finskspråkig befolkning kan skolstyrelsen besluta att finska skall ingå i skolans undervisning för elever som har finska som modersmål.,I kommuner med finskspråkig befolkning att finska skall ingå i skolans undervisning för elever som har finska som modersmål kan skolstyrelsen besluta.
Kristendomskunskap byter namn och kallas religionskunskap.,Kristendomskunskap namn byter och kallas religionskunskap.
Läroplanen anger hur många timmar som ungefärligen skall användas för varje ämne under läsåret.,Läroplanen hur många timmar som ungefärligen skall användas för varje ämne under läsåret anger.
I övrigt kommer skolan att på annat sätt informera hemmen om elevernas skolarbete och studieresultat.,I övrigt hemmen kommer skolan att på annat sätt informera om elevernas skolarbete och studieresultat.
Den nya läroplanen innebär också att ämnesinnehållet i en del ämnen förändras och förnyas.,Den nya läroplanen att ämnesinnehållet i en del ämnen förändras och förnyas innebär också.
Man fäster större vikt vid elevernas spontana förmåga att uttrycka sig muntligt och skriftligt.,Man större vikt fäster vid elevernas spontana förmåga att uttrycka sig muntligt och skriftligt.
Eleverna kommer att få ökat medinflytande i planeringen av sitt skolarbete men också vidgat ansvar för det.,Eleverna ökat medinflytande kommer att få i planeringen av sitt skolarbete men också vidgat ansvar för det.
Varje skola får vidare ökat pedagogiskt ansvar med större möjligheter att själv planera undervisning och arbetssätt.,Varje skola ökat pedagogiskt ansvar med större möjligheter att själv planera undervisning och arbetssätt får vidare.
Skolstyrelserna får ett vidgat ansvar också för vissa pedagogiska frågor.,Skolstyrelserna ett vidgat ansvar får också för vissa pedagogiska frågor.
"För ett sådant arbetsområde kan man även tänka sig en samverkan med ämnen som svenska, musik och teckning.","För ett sådant arbetsområde en samverkan kan man även tänka sig med ämnen som svenska, musik och teckning."
För att göra skoldagen mindre splittrad kan man organisera undervisningen i längre arbetspass än de traditionella 40 minuterna.,För att göra skoldagen mindre splittrad undervisningen kan man organisera i längre arbetspass än de traditionella 40 minuterna.
Varje elev måste få möjlighet att göra det bästa möjliga av sina förutsättningar.,Varje elev möjlighet att göra det bästa möjliga av sina förutsättningar måste få.
Skolan får ökade möjligheter att ge specialundervisning.,Skolan ökade möjligheter att ge specialundervisning får.
"Skolstyrelse, skolledare och lärare får också ökade möjligheter att inom vissa ramar planera undervisningen så som bäst passar för den enskilda skolan.","Skolstyrelse, skolledare och lärare ökade möjligheter att inom vissa ramar planera undervisningen så som bäst passar för den enskilda skolan får också."
"Man kan också använda resurserna för medverkan av experter, assistenter eller biträden eller för inköp av särskilda, väl utvecklade läromedel.","Man resurserna kan också använda för medverkan av experter, assistenter eller biträden eller för inköp av särskilda, väl utvecklade läromedel."
Man får också veta vart man ska vända sig.,Man vart man ska vända sig får också veta.
Man vänder sig till barnavårdsnämnden.,Man sig vänder till barnavårdsnämnden.
Centralens sköterska gör besök i hemmen för hjälp och råd när det gäller skötsel av barn.,Centralens sköterska besök gör i hemmen för hjälp och råd när det gäller skötsel av barn.
Mödrar med spädbarn får i regel kallelse till besök på centralen.,Mödrar med spädbarn kallelse till besök på centralen får i regel.
Man vänder sig till barnavårdscentralen.,Man sig vänder till barnavårdscentralen.
"Barnavårdsmannen ska se till att barnets rätt tas tillvara i bl.a. ekonomiska frågor, ge biträde inför domstol och hjälpa föräldrarna med råd och anvisningar.","Barnavårdsmannen att barnets rätt tas tillvara i bl.a. ekonomiska frågor ska se till, ge biträde inför domstol och hjälpa föräldrarna med råd och anvisningar."
En ogift blivande mor bör i god tid före förlossningen kontakta en barnavårdsman.,En ogift blivande mor en barnavårdsman bör i god tid före förlossningen kontakta.
"Varje barn under 16 år får 225 kr i kvartalet som barnbidrag, alltså 900 kr per år.","Varje barn under 16 år 225 kr i kvartalet får som barnbidrag, alltså 900 kr per år."
Man skickar en anmälan till barnavårdsnämnden.,Man en anmälan skickar till barnavårdsnämnden.
Man vänder sig till landstinget eller barnavårdsnämnden.,Man sig vänder till landstinget eller barnavårdsnämnden.
Barnkolonier eller enskilda feriehem kan ge barn upp till 15 år miljöbyte och tillfälle till friluftsliv under tre sommarveckor eller mera.,Barnkolonier eller enskilda feriehem miljöbyte och tillfälle till friluftsliv kan ge barn upp till 15 år under tre sommarveckor eller mera.
"Vissa organisationer ordnar s.k. ungdomsläger, i allmänhet under sommaren.","Vissa organisationer s.k. ungdomsläger ordnar, i allmänhet under sommaren."
Man vänder sig till barnavårdsnämnden eller skolan.,Man sig vänder till barnavårdsnämnden eller skolan.
Många kommuner ordnar olika former av barntillsyn.,Många kommuner olika former av barntillsyn ordnar.
Sjuka barn vars föräldrar förvärvsarbetar kan få tillsyn i hemmet av barnvårdarinnor (barnsamariter).,Sjuka barn vars föräldrar förvärvsarbetar tillsyn kan få i hemmet av barnvårdarinnor (barnsamariter).
Man vänder sig till socialnämnden eller hemhjälpsnämnden.,Man sig vänder till socialnämnden eller hemhjälpsnämnden.
Barn och ungdom med bl.a. psykiska störningar får gratis behandling och rådgivning vid rådgivningscentraler.,Barn och ungdom med bl.a. psykiska störningar gratis behandling och rådgivning får vid rådgivningscentraler.
Man vänder sig till rådgivningscentralen för psykisk barna- och ungdomsvård eller barnavårdsnämnden.,Man sig vänder till rådgivningscentralen för psykisk barna- och ungdomsvård eller barnavårdsnämnden.
"Det kan gälla bl.a. idrottsplatser, badanläggningar, ungdomsgårdar och andra samlingslokaler.","Det bl.a. idrottsplatser, badanläggningar, ungdomsgårdar och andra samlingslokaler kan gälla."
"Stat och kommun stöder också ungdoms-, idrotts- och andra organisationer.","Stat och kommun ungdoms-, idrotts- och andra organisationer stöder också."
Olika samhällsorgan har uppgifter på bostadsområdet.,Olika samhällsorgan uppgifter har på bostadsområdet.
Omkring 400000 familjer med barn under 16 år har bostadstillägg.,Omkring 400000 familjer med barn under 16 år bostadstillägg har.
Familjer som tjänar mindre än cirka 17000 kr / år får fullt bostadstillägg.,Familjer som tjänar mindre än cirka 17000 kr / år fullt bostadstillägg får.
Familjer med två barn eller flera kan få båda beloppen.,Familjer med två barn eller flera båda beloppen kan få.
Kommunerna kan ge bostadstillägg utöver de normer som nämnts här.,Kommunerna bostadstillägg utöver de normer som nämnts här kan ge.
Man vänder sig till kommunalnämnden / drätselkammaren.,Man sig vänder till kommunalnämnden / drätselkammaren.
Vissa kommuner ger ett speciellt bostadstillägg till handikappade som bor i invalidbostäder eller i andra lämpligt utrustade bostäder.,Vissa kommuner ett speciellt bostadstillägg ger till handikappade som bor i invalidbostäder eller i andra lämpligt utrustade bostäder.
Man vänder sig till socialnämnden.,Man sig vänder till socialnämnden.
Staten lämnar bostadslån - utöver bankernas långivning - för att bygga eller bygga om bostadshus.,Staten bostadslån - utöver bankernas långivning - lämnar för att bygga eller bygga om bostadshus.
Lagens bestämmelser innebär bl.a. följande.,Lagens bestämmelser följande innebär bl.a..
I viss utsträckning kan dock de nya statliga hyresnämnderna pröva hyran.,I viss utsträckning hyran kan dock de nya statliga hyresnämnderna pröva.
Om den skulle visa sig vara oskälig kan nämnden fastställa den till ett skäligt belopp.,Om den skulle visa sig vara oskälig den kan nämnden fastställa till ett skäligt belopp.
Den som är missnöjd med nämndens beslut kan överklaga det hos domstol.,Den som är missnöjd med nämndens beslut det kan överklaga hos domstol.
Lagen ger också hyresgästen rätt att i vissa fall byta lägenheten även om hyresvärden skulle motsätta sig ett byte.,Lagen rätt att i vissa fall byta lägenheten även om hyresvärden skulle motsätta sig ett byte ger också hyresgästen.
Hyresvärden har fått ökad skyldighet att underhålla lägenheten.,Hyresvärden ökad skyldighet att underhålla lägenheten har fått.
Man vänder sig till länshyresnämnden.,Man sig vänder till länshyresnämnden.
